Genre,Famille,Ordre,Classe,Règne,Groupe_Grand_Public,CD_REF,Nom scientifique,CD_NOM
Mergus,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,0,"Mergus Linnaeus, 1758",0
Merops,Meropidae,Coraciiformes,Aves,Animalia,Oiseaux,3582,"Merops apiaster Linnaeus, 1758",3582
Milvus,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2840,"Milvus migrans (Boddaert, 1783)",2840
Milvus,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2844,"Milvus milvus (Linnaeus, 1758)",2844
Milvus,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,0,"Milvus Lacepede, 1799",0
Monticola,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,4084,"Monticola saxatilis (Linnaeus, 1766)",4084
Monticola,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,4087,"Monticola solitarius (Linnaeus, 1758)",4087
Montifringilla,Passeridae,Passeriformes,Aves,Animalia,Oiseaux,4537,"Montifringilla nivalis (Linnaeus, 1766)",4537
Morus,Sulidae,Pelecaniformes,Aves,Animalia,Oiseaux,2437,"Morus bassanus (Linnaeus, 1758)",2437
Motacilla,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3943,"Motacilla alba alba Linnaeus, 1758",3943
Motacilla,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3945,"Motacilla alba yarrellii Gould, 1837",3945
Motacilla,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3941,"Motacilla alba Linnaeus, 1758",3941
Motacilla,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3755,"Motacilla cinerea Tunstall, 1771",3755
Motacilla,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3948,"Motacilla citreola Pallas, 1776",3948
Motacilla,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3748,"Motacilla flava cinereocapilla Savi, 1831",3748
Motacilla,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3752,"Motacilla flava feldegg Michahelles, 1830",3752
Motacilla,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3744,"Motacilla flava flava Linnaeus, 1758",3744
Motacilla,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3745,"Motacilla flava flavissima (Blyth, 1834)",3745
Motacilla,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3747,"Motacilla flava iberiae Hartert, 1921",3747
Motacilla,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3751,"Motacilla flava thunbergi Billeberg, 1829",3751
Motacilla,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3741,"Motacilla flava Linnaeus, 1758",3741
Motacilla,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,0,"Motacilla Linnaeus, 1758",0
Muscicapa,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,847121,"Muscicapa striata tyrrhenica Schiebel, 1910",4322
Muscicapa,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,4319,"Muscicapa striata (Pallas, 1764)",4319
Myiopsitta,Psittacidae,Psittaciformes,Aves,Animalia,Oiseaux,199392,"Myiopsitta monachus (Boddaert, 1783)",3456
Neophron,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2856,"Neophron percnopterus (Linnaeus, 1758)",2856
Netta,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,813759,"Netta peposaca (Vieillot, 1816)",813759
Netta,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,1984,"Netta rufina (Pallas, 1773)",1984
Nucifraga,Corvidae,Passeriformes,Aves,Animalia,Oiseaux,4480,"Nucifraga caryocatactes (Linnaeus, 1758)",4480
Numenius,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2576,"Numenius arquata (Linnaeus, 1758)",2576
Numenius,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2571,"Numenius phaeopus (Linnaeus, 1758)",2571
Numenius,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,0,"Numenius Brisson, 1760",0
Nycticorax,Ardeidae,Pelecaniformes,Aves,Animalia,Oiseaux,2481,"Nycticorax nycticorax (Linnaeus, 1758)",2481
Nymphicus,Cacatuidae,Psittaciformes,Aves,Animalia,Oiseaux,714610,"Nymphicus hollandicus (Kerr, 1792)",714610
Oceanites,Oceanitidae,Procellariiformes,Aves,Animalia,Oiseaux,1039,"Oceanites oceanicus (Kuhl, 1820)",1039
Hydrobates,Hydrobatidae,Procellariiformes,Aves,Animalia,Oiseaux,790986,"Oceanodroma leucorhoa (Vieillot, 1818)",2423
Oenanthe,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,199428,"Oenanthe deserti (Temminck, 1825)",199428
Oenanthe,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,4074,"Oenanthe hispanica (Linnaeus, 1758)",4074
Oenanthe,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,4062,"Oenanthe isabellina (Temminck, 1829)",4062
Oenanthe,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,4068,"Oenanthe oenanthe leucorhoa (Gmelin, 1789)",4068
Oenanthe,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,4064,"Oenanthe oenanthe (Linnaeus, 1758)",4064
Oriolus,Oriolidae,Passeriformes,Aves,Animalia,Oiseaux,3803,"Oriolus oriolus (Linnaeus, 1758)",3803
Otis,Otididae,Otidiformes,Aves,Animalia,Oiseaux,3101,"Otis tarda Linnaeus, 1758",3101
Otus,Strigidae,Strigiformes,Aves,Animalia,Oiseaux,3489,"Otus scops (Linnaeus, 1758)",3489
Oxyura,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2823,"Oxyura jamaicensis (Gmelin, 1789)",2823
Pandion,Pandionidae,Accipitriformes,Aves,Animalia,Oiseaux,2660,"Pandion haliaetus (Linnaeus, 1758)",2660
Panurus,Panuridae,Passeriformes,Aves,Animalia,Oiseaux,4338,"Panurus biarmicus (Linnaeus, 1758)",4338
Parus,Paridae,Passeriformes,Aves,Animalia,Oiseaux,3764,"Parus major Linnaeus, 1758",3764
Passer,Passeridae,Passeriformes,Aves,Animalia,Oiseaux,4525,"Passer domesticus (Linnaeus, 1758)",4525
Passer,Passeridae,Passeriformes,Aves,Animalia,Oiseaux,4530,"Passer hispaniolensis (Temminck, 1820)",4530
Passer,Passeridae,Passeriformes,Aves,Animalia,Oiseaux,199494,"Passer italiae (Vieillot, 1817)",199494
Passer,Passeridae,Passeriformes,Aves,Animalia,Oiseaux,4532,"Passer montanus (Linnaeus, 1758)",4532
Pastor,Sturnidae,Passeriformes,Aves,Animalia,Oiseaux,4522,"Pastor roseus (Linnaeus, 1758)",4522
Pavo,Phasianidae,Galliformes,Aves,Animalia,Oiseaux,199757,"Pavo cristatus Linnaeus, 1758",199757
Pelecanus,Pelecanidae,Pelecaniformes,Aves,Animalia,Oiseaux,2460,"Pelecanus onocrotalus Linnaeus, 1758",2460
Pelecanus,Pelecanidae,Pelecaniformes,Aves,Animalia,Oiseaux,2464,"Pelecanus rufescens Gmelin, 1789",2464
Pelecanus,Pelecanidae,Pelecaniformes,Aves,Animalia,Oiseaux,0,"Pelecanus Linnaeus, 1758",0
Perdix,Phasianidae,Galliformes,Aves,Animalia,Oiseaux,2992,"Perdix perdix hispaniensis Reichenow, 1892",2992
Perdix,Phasianidae,Galliformes,Aves,Animalia,Oiseaux,2989,"Perdix perdix (Linnaeus, 1758)",2989
Periparus,Paridae,Passeriformes,Aves,Animalia,Oiseaux,534751,"Periparus ater (Linnaeus, 1758)",534751
Pernis,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2832,"Pernis apivorus (Linnaeus, 1758)",2832
Petronia,Passeridae,Passeriformes,Aves,Animalia,Oiseaux,4540,"Petronia petronia (Linnaeus, 1766)",4540
Phalacrocorax,Phalacrocoracidae,Pelecaniformes,Aves,Animalia,Oiseaux,2452,"Phalacrocorax aristotelis desmarestii (Payraudeau, 1826)",2452
Phalacrocorax,Phalacrocoracidae,Pelecaniformes,Aves,Animalia,Oiseaux,2447,"Phalacrocorax aristotelis (Linnaeus, 1761)",2447
Phalacrocorax,Phalacrocoracidae,Pelecaniformes,Aves,Animalia,Oiseaux,2442,"Phalacrocorax carbo carbo (Linnaeus, 1758)",2442
Phalacrocorax,Phalacrocoracidae,Pelecaniformes,Aves,Animalia,Oiseaux,2446,"Phalacrocorax carbo sinensis (Staunton, 1796)",2446
Phalacrocorax,Phalacrocoracidae,Pelecaniformes,Aves,Animalia,Oiseaux,2440,"Phalacrocorax carbo (Linnaeus, 1758)",2440
Microcarbo,Phalacrocoracidae,Pelecaniformes,Aves,Animalia,Oiseaux,895998,"Phalacrocorax pygmaeus (Pallas, 1773)",2454
Phalaropus,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,3250,"Phalaropus fulicarius (Linnaeus, 1758)",3250
Phalaropus,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,3243,"Phalaropus lobatus (Linnaeus, 1758)",3243
Phalaropus,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,0,"Phalaropus Brisson, 1760",0
Phasianus,Phasianidae,Galliformes,Aves,Animalia,Oiseaux,3003,"Phasianus colchicus Linnaeus, 1758",3003
Calidris,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,814245,"Philomachus pugnax (Linnaeus, 1758)",2534
Phoenicopterus,Phoenicopteridae,Phoenicopteriformes,Aves,Animalia,Oiseaux,2692,"Phoenicopterus chilensis Molina, 1782",2692
Phoeniconaias,Phoenicopteridae,Phoenicopteriformes,Aves,Animalia,Oiseaux,2698,"Phoenicopterus minor E. Geoffroy Saint-Hilaire, 1798",576286
Phoenicopterus,Phoenicopteridae,Phoenicopteriformes,Aves,Animalia,Oiseaux,199335,"Phoenicopterus roseus Pallas, 1811",199335
Phoenicurus,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,4035,"Phoenicurus ochruros (S. G. Gmelin, 1774)",4035
Phoenicurus,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,4040,"Phoenicurus phoenicurus (Linnaeus, 1758)",4040
Phoenicurus,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,0,"Phoenicurus Forster, 1817",0
Phylloscopus,Phylloscopidae,Passeriformes,Aves,Animalia,Oiseaux,4269,"Phylloscopus bonelli (Vieillot, 1819)",4269
Phylloscopus,Phylloscopidae,Passeriformes,Aves,Animalia,Oiseaux,4264,"Phylloscopus borealis (Blasius, 1858)",4264
Phylloscopus,Phylloscopidae,Passeriformes,Aves,Animalia,Oiseaux,4287,"Phylloscopus collybita abietinus (Nilsson, 1919)",4287
Phylloscopus,Phylloscopidae,Passeriformes,Aves,Animalia,Oiseaux,4288,"Phylloscopus collybita tristis Blyth, 1843",4288
Phylloscopus,Phylloscopidae,Passeriformes,Aves,Animalia,Oiseaux,4280,"Phylloscopus collybita (Vieillot, 1817)",4280
Phylloscopus,Phylloscopidae,Passeriformes,Aves,Animalia,Oiseaux,4304,"Phylloscopus fuscatus (Blyth, 1842)",4304
Phylloscopus,Phylloscopidae,Passeriformes,Aves,Animalia,Oiseaux,199473,"Phylloscopus humei (Brooks, 1878)",199473
Phylloscopus,Phylloscopidae,Passeriformes,Aves,Animalia,Oiseaux,199477,"Phylloscopus ibericus Ticehurst, 1937",199477
Phylloscopus,Phylloscopidae,Passeriformes,Aves,Animalia,Oiseaux,4297,"Phylloscopus inornatus (Blyth, 1842)",4297
Phylloscopus,Phylloscopidae,Passeriformes,Aves,Animalia,Oiseaux,4267,"Phylloscopus proregulus (Pallas, 1811)",4267
Phylloscopus,Phylloscopidae,Passeriformes,Aves,Animalia,Oiseaux,4300,"Phylloscopus schwarzi (Radde, 1863)",4300
Phylloscopus,Phylloscopidae,Passeriformes,Aves,Animalia,Oiseaux,4272,"Phylloscopus sibilatrix (Bechstein, 1793)",4272
Phylloscopus,Phylloscopidae,Passeriformes,Aves,Animalia,Oiseaux,4294,"Phylloscopus trochilus acredula (Linnaeus, 1758)",4294
Phylloscopus,Phylloscopidae,Passeriformes,Aves,Animalia,Oiseaux,4289,"Phylloscopus trochilus (Linnaeus, 1758)",4289
Phylloscopus,Phylloscopidae,Passeriformes,Aves,Animalia,Oiseaux,0,"Phylloscopus Boie, 1826",0
Pica,Corvidae,Passeriformes,Aves,Animalia,Oiseaux,4474,"Pica pica (Linnaeus, 1758)",4474
Picoides,Picidae,Piciformes,Aves,Animalia,Oiseaux,3638,"Picoides tridactylus (Linnaeus, 1758)",3638
Picus,Picidae,Piciformes,Aves,Animalia,Oiseaux,3601,"Picus canus Gmelin, 1788",3601
Picus,Picidae,Piciformes,Aves,Animalia,Oiseaux,895792,"Picus viridis sharpei (H. Saunders, 1872)",3605
Picus,Picidae,Piciformes,Aves,Animalia,Oiseaux,444422,"Picus viridis viridis Linnaeus, 1758",444422
Picus,Picidae,Piciformes,Aves,Animalia,Oiseaux,3603,"Picus viridis Linnaeus, 1758",3603
Platalea,Threskiornithidae,Pelecaniformes,Aves,Animalia,Oiseaux,2530,"Platalea leucorodia Linnaeus, 1758",2530
Platycercus,Psittaculidae,Psittaciformes,Aves,Animalia,Oiseaux,895183,"Platycercus elegans (Gmelin, 1788)",895183
Plectrophenax,Calcariidae,Passeriformes,Aves,Animalia,Oiseaux,4649,"Plectrophenax nivalis (Linnaeus, 1758)",4649
Plegadis,Threskiornithidae,Pelecaniformes,Aves,Animalia,Oiseaux,2522,"Plegadis falcinellus (Linnaeus, 1766)",2522
Pluvialis,Charadriidae,Charadriiformes,Aves,Animalia,Oiseaux,3161,"Pluvialis apricaria (Linnaeus, 1758)",3161
Pluvialis,Charadriidae,Charadriiformes,Aves,Animalia,Oiseaux,3158,"Pluvialis dominica (Statius Muller, 1776)",3158
Pluvialis,Charadriidae,Charadriiformes,Aves,Animalia,Oiseaux,3165,"Pluvialis squatarola (Linnaeus, 1758)",3165
Pluvialis,Charadriidae,Charadriiformes,Aves,Animalia,Oiseaux,0,"Pluvialis Brisson, 1760",0
Podiceps,Podicipedidae,Phoenicopteriformes,Aves,Animalia,Oiseaux,971,"Podiceps auritus (Linnaeus, 1758)",971
Podiceps,Podicipedidae,Phoenicopteriformes,Aves,Animalia,Oiseaux,965,"Podiceps cristatus (Linnaeus, 1758)",965
Podiceps,Podicipedidae,Phoenicopteriformes,Aves,Animalia,Oiseaux,968,"Podiceps grisegena (Boddaert, 1783)",968
Podiceps,Podicipedidae,Phoenicopteriformes,Aves,Animalia,Oiseaux,974,"Podiceps nigricollis Brehm, 1831",974
Podiceps,Podicipedidae,Phoenicopteriformes,Aves,Animalia,Oiseaux,0,"Podiceps Latham, 1787",0
Poecile,Paridae,Passeriformes,Aves,Animalia,Oiseaux,534752,"Poecile montanus (Conrad von Baldenstein, 1827)",534752
Poecile,Paridae,Passeriformes,Aves,Animalia,Oiseaux,534753,"Poecile palustris (Linnaeus, 1758)",534753
Porphyrio,Rallidae,Gruiformes,Aves,Animalia,Oiseaux,3067,"Porphyrio porphyrio (Linnaeus, 1758)",3067
Zapornia,Rallidae,Gruiformes,Aves,Animalia,Oiseaux,836245,"Porzana parva (Scopoli, 1769)",3042
Porzana,Rallidae,Gruiformes,Aves,Animalia,Oiseaux,3039,"Porzana porzana (Linnaeus, 1766)",3039
Zapornia,Rallidae,Gruiformes,Aves,Animalia,Oiseaux,836246,"Porzana pusilla (Pallas, 1776)",3045
Porzana,Rallidae,Gruiformes,Aves,Animalia,Oiseaux,0,"Porzana Vieillot, 1816",0
Prunella,Prunellidae,Passeriformes,Aves,Animalia,Oiseaux,3984,"Prunella collaris (Scopoli, 1769)",3984
Prunella,Prunellidae,Passeriformes,Aves,Animalia,Oiseaux,3978,"Prunella modularis (Linnaeus, 1758)",3978
Psittacula,Psittaculidae,Psittaciformes,Aves,Animalia,Oiseaux,3448,"Psittacula krameri (Scopoli, 1769)",3448
Psittacus,Psittacidae,Psittaciformes,Aves,Animalia,Oiseaux,442282,"Psittacus erithacus Linnaeus, 1758",442282
Pterocles,Pteroclidae,Pterocliformes,Aves,Animalia,Oiseaux,3408,"Pterocles alchata (Linnaeus, 1766)",3408
Ptyonoprogne,Hirundinidae,Passeriformes,Aves,Animalia,Oiseaux,3692,"Ptyonoprogne rupestris (Scopoli, 1769)",3692
Ardenna,Procellariidae,Procellariiformes,Aves,Animalia,Oiseaux,790987,"Puffinus gravis (O'Reilly, 1818)",1017
Ardenna,Procellariidae,Procellariiformes,Aves,Animalia,Oiseaux,683212,"Puffinus griseus (Gmelin, 1789)",1024
Puffinus,Procellariidae,Procellariiformes,Aves,Animalia,Oiseaux,199318,"Puffinus mauretanicus P. R. Lowe, 1921",199318
Puffinus,Procellariidae,Procellariiformes,Aves,Animalia,Oiseaux,1027,"Puffinus puffinus (Brunnich, 1764)",1027
Puffinus,Procellariidae,Procellariiformes,Aves,Animalia,Oiseaux,1031,"Puffinus yelkouan (Acerbi, 1827)",1031
Pyrrhocorax,Corvidae,Passeriformes,Aves,Animalia,Oiseaux,4485,"Pyrrhocorax graculus (Linnaeus, 1766)",4485
Pyrrhocorax,Corvidae,Passeriformes,Aves,Animalia,Oiseaux,4488,"Pyrrhocorax pyrrhocorax (Linnaeus, 1758)",4488
Pyrrhula,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,4621,"Pyrrhula pyrrhula pyrrhula (Linnaeus, 1758)",4621
Pyrrhula,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,4619,"Pyrrhula pyrrhula (Linnaeus, 1758)",4619
Rallus,Rallidae,Gruiformes,Aves,Animalia,Oiseaux,3036,"Rallus aquaticus Linnaeus, 1758",3036
Recurvirostra,Recurvirostridae,Charadriiformes,Aves,Animalia,Oiseaux,3116,"Recurvirostra avosetta Linnaeus, 1758",3116
Regulus,Regulidae,Passeriformes,Aves,Animalia,Oiseaux,459638,"Regulus ignicapilla (Temminck, 1820)",459638
Regulus,Regulidae,Passeriformes,Aves,Animalia,Oiseaux,4308,"Regulus regulus (Linnaeus, 1758)",4308
Regulus,Regulidae,Passeriformes,Aves,Animalia,Oiseaux,0,"Regulus Cuvier, 1800",0
Remiz,Remizidae,Passeriformes,Aves,Animalia,Oiseaux,3798,"Remiz pendulinus (Linnaeus, 1758)",3798
Riparia,Hirundinidae,Passeriformes,Aves,Animalia,Oiseaux,3688,"Riparia riparia (Linnaeus, 1758)",3688
Rissa,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3318,"Rissa tridactyla (Linnaeus, 1758)",3318
Saxicola,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,4049,"Saxicola rubetra (Linnaeus, 1758)",4049
Saxicola,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,199425,"Saxicola rubicola (Linnaeus, 1766)",199425
Scolopax,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2559,"Scolopax rusticola Linnaeus, 1758",2559
Carduelis,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,4576,"Serinus citrinella (Pallas, 1764)",4574
Carduelis,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,199502,"Serinus corsicanus (Koenig, 1899)",534755
Serinus,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,4571,"Serinus serinus (Linnaeus, 1766)",4571
Sitta,Sittidae,Passeriformes,Aves,Animalia,Oiseaux,3774,"Sitta europaea Linnaeus, 1758",3774
Sitta,Sittidae,Passeriformes,Aves,Animalia,Oiseaux,3772,"Sitta whiteheadi Sharpe, 1884",3772
Somateria,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2005,"Somateria mollissima (Linnaeus, 1758)",2005
Stercorarius,Stercorariidae,Charadriiformes,Aves,Animalia,Oiseaux,3261,"Stercorarius longicaudus Vieillot, 1819",3261
Stercorarius,Stercorariidae,Charadriiformes,Aves,Animalia,Oiseaux,3258,"Stercorarius parasiticus (Linnaeus, 1758)",3258
Stercorarius,Stercorariidae,Charadriiformes,Aves,Animalia,Oiseaux,3255,"Stercorarius pomarinus (Temminck, 1815)",3255
Stercorarius,Stercorariidae,Charadriiformes,Aves,Animalia,Oiseaux,3263,"Stercorarius skua (Brunnich, 1764)",3263
Stercorarius,Stercorariidae,Charadriiformes,Aves,Animalia,Oiseaux,0,"Stercorarius Brisson, 1760",0
Thalasseus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3359,"Sterna bengalensis Lesson, 1831",3361
Sterna,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3364,"Sterna dougallii Montagu, 1813",3364
Sterna,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,199377,"Sterna forsteri Nuttall, 1834",199377
Sterna,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3343,"Sterna hirundo Linnaeus, 1758",3343
Thalasseus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,528761,"Sterna maxima Boddaert, 1783",199376
Sterna,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3345,"Sterna paradisaea Pontoppidan, 1763",3345
Thalasseus,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3362,"Sterna sandvicensis Latham, 1787",3342
Sterna,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,0,"Sterna Linnaeus, 1758",0
Sternula,Laridae,Charadriiformes,Aves,Animalia,Oiseaux,3352,"Sternula albifrons (Pallas, 1764)",3352
Streptopelia,Columbidae,Columbiformes,Aves,Animalia,Oiseaux,3429,"Streptopelia decaocto (Frivaldszky, 1838)",3429
Streptopelia,Columbidae,Columbiformes,Aves,Animalia,Oiseaux,3432,"Streptopelia roseogrisea (Sundevall, 1857)",3432
Streptopelia,Columbidae,Columbiformes,Aves,Animalia,Oiseaux,3439,"Streptopelia turtur (Linnaeus, 1758)",3439
Strix,Strigidae,Strigiformes,Aves,Animalia,Oiseaux,3518,"Strix aluco Linnaeus, 1758",3518
Sturnus,Sturnidae,Passeriformes,Aves,Animalia,Oiseaux,4518,"Sturnus unicolor Temminck, 1820",4518
Sturnus,Sturnidae,Passeriformes,Aves,Animalia,Oiseaux,4516,"Sturnus vulgaris Linnaeus, 1758",4516
Sturnus,Sturnidae,Passeriformes,Aves,Animalia,Oiseaux,0,"Sturnus Linnaeus, 1758",0
Sula,Sulidae,Pelecaniformes,Aves,Animalia,Oiseaux,199320,"Sula dactylatra Lesson, 1831",199320
Sylvia,Sylviidae,Passeriformes,Aves,Animalia,Oiseaux,4257,"Sylvia atricapilla (Linnaeus, 1758)",4257
Sylvia,Sylviidae,Passeriformes,Aves,Animalia,Oiseaux,4254,"Sylvia borin (Boddaert, 1783)",4254
Sylvia,Sylviidae,Passeriformes,Aves,Animalia,Oiseaux,886224,"Sylvia cantillans albistriata (Brehm, 1855)",886224
Curruca,Sylviidae,Passeriformes,Aves,Animalia,Oiseaux,824087,"Sylvia cantillans (Pallas, 1764)",4229
Sylvia,Sylviidae,Passeriformes,Aves,Animalia,Oiseaux,4252,"Sylvia communis Latham, 1787",4252
Sylvia,Sylviidae,Passeriformes,Aves,Animalia,Oiseaux,4227,"Sylvia conspicillata Temminck, 1820",4227
Curruca,Sylviidae,Passeriformes,Aves,Animalia,Oiseaux,1027359,"Sylvia curruca blythi Ticehurst & Whistler, 1933",4250
Curruca,Sylviidae,Passeriformes,Aves,Animalia,Oiseaux,1027359,"Sylvia curruca (Linnaeus, 1758)",4247
Curruca,Sylviidae,Passeriformes,Aves,Animalia,Oiseaux,889079,"Sylvia hortensis (Gmelin, 1789)",4242
Sylvia,Sylviidae,Passeriformes,Aves,Animalia,Oiseaux,4232,"Sylvia melanocephala (Gmelin, 1789)",4232
Sylvia,Sylviidae,Passeriformes,Aves,Animalia,Oiseaux,4245,"Sylvia nisoria (Bechstein, 1792)",4245
Curruca,Sylviidae,Passeriformes,Aves,Animalia,Oiseaux,889084,"Sylvia sarda Temminck, 1820",4219
Sylvia,Sylviidae,Passeriformes,Aves,Animalia,Oiseaux,824026,"Sylvia subalpina Temminck, 1820",824026
Sylvia,Sylviidae,Passeriformes,Aves,Animalia,Oiseaux,4221,"Sylvia undata (Boddaert, 1783)",4221
Sylvia,Sylviidae,Passeriformes,Aves,Animalia,Oiseaux,0,"Sylvia Scopoli, 1769",0
Syrmaticus,Phasianidae,Galliformes,Aves,Animalia,Oiseaux,3000,"Syrmaticus reevesii (J. E. Gray, 1829)",3000
Tachybaptus,Podicipedidae,Phoenicopteriformes,Aves,Animalia,Oiseaux,977,"Tachybaptus ruficollis (Pallas, 1764)",977
Tadorna,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2770,"Tadorna ferruginea (Pallas, 1764)",2770
Tadorna,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2767,"Tadorna tadorna (Linnaeus, 1758)",2767
Tarsiger,Muscicapidae,Passeriformes,Aves,Animalia,Oiseaux,4030,"Tarsiger cyanurus (Pallas, 1773)",4030
Lyrurus,Phasianidae,Galliformes,Aves,Animalia,Oiseaux,2962,"Tetrao tetrix Linnaeus, 1758",2960
Tetrao,Phasianidae,Galliformes,Aves,Animalia,Oiseaux,2964,"Tetrao urogallus Linnaeus, 1758",2964
Bonasa,Phasianidae,Galliformes,Aves,Animalia,Oiseaux,199294,"Tetrastes bonasia (Linnaeus, 1758)",2946
Tetrax,Otididae,Otidiformes,Aves,Animalia,Oiseaux,3089,"Tetrax tetrax (Linnaeus, 1758)",3089
Threskiornis,Threskiornithidae,Pelecaniformes,Aves,Animalia,Oiseaux,2687,"Threskiornis aethiopicus (Latham, 1790)",2687
Tichodroma,Sittidae,Passeriformes,Aves,Animalia,Oiseaux,3780,"Tichodroma muraria (Linnaeus, 1766)",3780
Tringa,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2584,"Tringa erythropus (Pallas, 1764)",2584
Tringa,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2600,"Tringa flavipes (Gmelin, 1789)",2600
Tringa,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2607,"Tringa glareola Linnaeus, 1758",2607
Tringa,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2594,"Tringa nebularia (Gunnerus, 1767)",2594
Tringa,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2603,"Tringa ochropus Linnaeus, 1758",2603
Tringa,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2591,"Tringa stagnatilis (Bechstein, 1803)",2591
Tringa,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2586,"Tringa totanus (Linnaeus, 1758)",2586
Tringa,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,0,"Tringa Linnaeus, 1758",0
Troglodytes,Troglodytidae,Passeriformes,Aves,Animalia,Oiseaux,3967,"Troglodytes troglodytes (Linnaeus, 1758)",3967
Calidris,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2929,"Tryngites subruficollis (Vieillot, 1819)",2927
Turdus,Turdidae,Passeriformes,Aves,Animalia,Oiseaux,4137,"Turdus iliacus coburni Sharpe, 1901",4140
Turdus,Turdidae,Passeriformes,Aves,Animalia,Oiseaux,4137,"Turdus iliacus Linnaeus, 1766",4137
Turdus,Turdidae,Passeriformes,Aves,Animalia,Oiseaux,4117,"Turdus merula Linnaeus, 1758",4117
Turdus,Turdidae,Passeriformes,Aves,Animalia,Oiseaux,4129,"Turdus philomelos C. L. Brehm, 1831",4129
Turdus,Turdidae,Passeriformes,Aves,Animalia,Oiseaux,4127,"Turdus pilaris Linnaeus, 1758",4127
Turdus,Turdidae,Passeriformes,Aves,Animalia,Oiseaux,4114,"Turdus torquatus alpestris (Brehm, 1831)",4114
